docno,text
1907862207808872859,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.
#NoFlourinGaza"
1907861421725044866,"🔴 Sanders: Netanyahu's government has violated the ceasefire in #Gaza.

#GazaWar
#Q_News https://t.co/okcJMp0zji"
1907861381656768778,"@CENTCOM -MI.7-
Although Houthi attacks stopped after a ceasefire was imposed in Gaza in mid-January, hostilities resumed in early March when the rebels announced their intention to target Israeli vessels in the Red Sea and subsequently renewed rocket strikes on targets within Israel. https://t.co/GP2kZteK4t"
1907860970220949547,"Macron's visit near Gaza to push for ceasefire is a significant move. It's crucial to see leaders actively supporting peace efforts in such troubled regions.

Source: https://t.co/aUV0ejcMS5"
1907860932870709400,Gaza ceasefire talks 'collapse' after Israel rejects all proposals: Report https://t.co/24FDkfnbWI
1907860666796425375,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/oQHdDPr6s7"
1907860595220906212,"Israel, which did not comply with the ceasefire, blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza
 https://t.co/0xyyUdMGGr"
1907860167758147584,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.
#NoFlourinGaza https://t.co/OyZECRjfbw"
1907859919165862277,"#NoFlourinGaza

Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread. https://t.co/mILGsLe4ju"
1907859680153493671,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/bMDZMwAYqy"
1907859571894518053,"Supposedly well-informed 'researchers' who quack on about a ""political process to end the conflict"" in Gaza and a ""reconciliation process between Hamas and the Palestinian Authority,"" as though they knew nothing whatsoever about Hamas. Fuck 'em.
https://t.co/FCCE9HKg4i"
1907859560255156246,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/ZTqBNp4afm"
1907859316519870577,"Gaza: One month since the Israeli aid blockade &amp; the collapse of the ceasefire, over a thousand people have been killed.

The humanitarian crisis is spiraling out of control. https://t.co/iLu6z6v1h4"
1907858974398894136,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/doP9zg57lj"
1907858654180553075,Egypt working to restore Israel-Hamas ceasefire and end #Gaza war: FM Abdelatty to Austrian counterpart https://t.co/cItUzBzYNv
1907857979048632684,"Israel, which did not comply with the ceasefire, has left Gaza without bread by blocking the entry of flour and fuel.

#NoFlourinGaza https://t.co/SQk7UXDvkO"
1907857541536821306,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/u1bXCGZJVq"
1907857467398033426,"@DeptofDefense @CENTCOM Americans DO NOT want another bloody and costly Mideast war. 
The Houthis began acting up when Netanyahu began killing civilians in Gaza. They stopped during the ceasefire till Netanyahu violated the ceasefire.
If we stop giving Netanyahu bombs, the Houthis stop shooting at ships"
1907857435181666671,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/ow4ZZxBKzN"
1907857181111619781,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/SkWrsWxJmk"
1907856877125345685,"Israel, which does not comply with the ceasefire, has blocked the entry of flour and fuel, leaving Gaza without bread.

#NoFlourinGaza https://t.co/jal3AMgb0H"
1907856137736597913,"Macron, while on Egypt visit, to go near Gaza border to express support for a ceasefire — Elysee
Source: RT https://t.co/SjpnBPuJXt"
1907855745304899915,@CentristMadness @a450274 @benigma2017 Israel never agreed to a ceasefire once they learned that a ceasefire would mean they have to stop bombing Gaza. Hamas agreed to release ALL the hostages and Israel told them to fuck off because it was never about the hostages
1907855652954710044,"As Gaza ceasefire talks waver, the Trump administration can leverage FMS to compel Qatar to pressure its Hamas clients to release the remaining hostages and sever all political and financial ties to the Palestinian terrorist group. More from @NatalieEcanow:https://t.co/qXadsJ2dw9"
1907854746414911671,"Trump wants a ceasefire in Ukr saying he can’t bear seeing young men slaughtered but continues backing Nethanyahu’s genocide in Gaza where men, women and children are fair game for US bombs and planes. What are we to make of such a man?"
1907854248802451534,"Macron, while on Egypt visit, to go near Gaza border to express support for a ceasefire — Elysee https://t.co/vkO5k5ic0M"
1907853982023733284,"Jordan’s King Abdullah calls for a renewed ceasefire in Gaza during visit to Berlin.
The National News https://t.co/fg4EK3N3Hb"
1907853200436179060,"@redstreamnet The “Morag corridor,” referred to by Netanyahu as the “second Philadelphi corridor,” follows the original Philadelphi corridor that separates Gaza from Egypt, from which Israel was supposed to withdraw under January’s ceasefire terms.
2/5"
1907853091342540864,"@koffeeTalkss One of my tweets from the time when the Gaza ceasefire was announced.... 

https://t.co/UMbxSWcvL0"
1907853011961131481,@QudsNen Gaza school attacks horrific. Ceasefire urgent.
1907852725078855709,"@guardian @guardiannews 

Wrong!    

Israel has chosen genocide and the sooner you start being honest about it the better.

https://t.co/JokkEdDGsN"
1907852169832812549,"Macron to visit Gaza border in 2025, support ceasefire efforts and humanitarian aid for Israel-Gaza conflict, according to Élysée Palace statement. Aligns with his ongoing advocacy for de-escalation in the region."
1907851975007363165,Jordan’s King Abdullah calls for a renewed ceasefire in Gaza during visit to Berlin https://t.co/53Cy3L7bzX
1907851920351310329,"🚨 In Gaza’s Shujaiyye neighborhood, residents are forced to flee as Israeli airstrikes resume

◾️ Since March 18, over 1,160 have been killed and 2,700 injured, shattering ceasefire and exchange deals

◾️ Over 50,500 Palestinians have died since Oct. '23 https://t.co/5fFlnhLCB5"
1907851778403750196,"Israel has chosen military occupation over a ceasefire in Gaza. Where does this end? | Sanam Vakil 
Source: The Guardian https://t.co/PigOU94DbV"
1907851446353088775,Egypt working to restore Israel-Hamas ceasefire and end Gaza war: FM Abdelatty to Austrian counterpart https://t.co/cItUzBzYNv
1907850817480139191,"Macron is planning a trip to Egypt, where he plans to visit near the Gaza border to demonstrate support for a ceasefire. https://t.co/dlYMJPIxDn"
1907850302641832307,@World_Affairs11 😆😆😆 Iran says US supporting Israel killing thousands of innocent children in Gaza breaking ceasefire attacking Lebanon and Gaza 💣 Syria taking over their land is the violation of international law
1907849595826110930,"#IsraelPalestineWar: #France's President Emmanuel Macron will use an Egypt visit next week to travel near the #Gaza Strip, going to the Egyptian town of Arish, the Elysee Palace said on Thursday.

https://t.co/SzgelHpq1P"
1907849390137516510,"Hamas has rejected Israel’s recent counter-offer concerning a truce in Gaza, instead reaffirming its commitment to a proposal developed with mediation by Egypt and Qatar, an official from the terrorist group told Reuters on Wednesday. https://t.co/0nbr83aYlB"
1907848973643051025,"@BeckettUnite The Netanyahu government has killed 50,000 people in Gaza &amp; wounded 112,000. 

Two weeks ago, they broke the ceasefire and have since killed 322 children &amp; wounded 600. 

The US must end its complicity."
1907848325623144531,"@CentristMadness @benigma2017 @ManilTrivedi Now you’re being dishonest. Hamas has been negotiating honestly, while netenyahu is widely known to have been sabotaging deals.

You dont recall Israel violating the deal 1k+ times, not moving to phase 2?

https://t.co/NXy5BlRScA

https://t.co/KEAo4JYr8Q

https://t.co/aA7oR9ot7i https://t.co/djIAEl4lVF"
1907848165618864341,@SecRubio @FLOTUS You care about the hostages so much you let the Gaza Butcher break the ceasefire Trump was largely credited for…..
1907848090360353060,"Meanwhile, Israel has killed over 1,000 people in Gaza since breaking the ""ceasefire,"" and recently announced plans to expand its occupation in the strip. 

On top of that, it's been a month since Israel allowed any aid to enter the territory. Palestinians are tired and starving."
1907846754839453809,"The Gaza ceasefire is all but dead as Israel moves towards military occupation and stalls the next stage against the protests of hostage families. Israel is facing a decade of jeopardy ahead and the Palestinians are in despair. And so it goes on.
https://t.co/7vhRkxRxSt https://t.co/M4R2NlLrn6"
1907846094198886905,"@DanCrenshawTX Hey, Dan! Did you forget Israel controls EVERYTHING that comes into and out of Gaza? Just like they broke the recent ceasefire by stopping all food/water/aid to &gt;2 million people, half of which are children.

Fuck off."
1907845840988942831,"BREAKING - Macron, on Egypt visit, to go near Gaza to show support for ceasefire: Elysee https://t.co/8TpFLnYyXT https://t.co/O7dE9ALymz"
1907845790598574413,"#UPDATE: @EmmanuelMacron, on visit to #Egypt, to go near #Gaza to show support for #ceasefire - Elysee statement #Israel #Palestine #Hamas https://t.co/PkZakFZ2do https://t.co/e1eD1k183m"
1907845748357570887,".@SanamVakil: ""By focusing on eradicating Hamas and refusing to deal with it politically, #Israel has clear ambitions of reordering the fractured Palestinian leadership."" https://t.co/jgHGp7iJiH"
1907843755690123747,"NO MORE HARM TO CHILDREN
NO MORE KILLING
CEASEFIRE NOW
#Gaza #Gaza_Genocide #GazaHolocaust #GazaMassacre #PalestineGenocide #Famine_in_Gaza https://t.co/zIC0jYJg96"
1907843463166799947,"No children should go through this

NO MORE HARM TO CHILDREN
NO MORE KILLING
CEASEFIRE NOW
#Gaza #Gaza_Genocide #GazaHolocaust #GazaMassacre #PalestineGenocide #Famine_in_Gaza https://t.co/sjAgyR8IDG"
1907843170722865563,"#BREAKING Macron, on Egypt visit, to go near Gaza to show support for ceasefire: Elysee https://t.co/KdkZ4MGARl"
1907843039604691308,"@petenathan3 @ArtCrunchy You misunderstood.
They want what was earlier agreed, a permanent ceasefire &amp; the withdrawal of Israeli troops from Gaza &amp; the hostages will be released."
1907843023360184736,"“BuT sUm UvV tHoAsE wUrN’t LoNg-LaStInG aNd MaDe ThInGs WoRsE,” RatshitBrains might say.

Oh, but *bombs and war somehow DO make lasting, constructive change*? Fucking idiot.

The Gaza ceasefire was not completely, sufficiently violated until March 2024."
1907842850378682792,"Macron, on Egypt visit, to go near Gaza to show support for ceasefire: Elysee"
1907842768724177156,"NO MORE HARM TO CHILDREN
NO MORE KILLING
CEASEFIRE NOW
#Gaza #Gaza_Genocide #GazaHolocaust #GazaMassacre #PalestineGenocide #Famine_in_Gaza https://t.co/BjMjfRz6NO"
1907842756304842926,"Israel says it will escalate its campaign against Hamas in Gaza until it agrees to revised ceasefire terms, with the defense minister vowing to seize “large areas” of the Strip."
1907842604131053685,"Macron, on Egypt visit, to go near Gaza to show support for ceasefire: Elysee"
1907840882348634118,"NO MORE HARM TO CHILDREN
NO MORE KILLING
CEASEFIRE NOW
#Gaza #Gaza_Genocide #GazaHolocaust #GazaMassacre #PalestineGenocide #Famine_in_Gaza https://t.co/4jIDtocVur"
1907840736281952641,"Babies were beheaded by Israel

NO MORE HARM TO CHILDREN
NO MORE KILLING
CEASEFIRE NOW
#Gaza #Gaza_Genocide #GazaHolocaust #GazaMassacre #PalestineGenocide #Famine_in_Gaza https://t.co/fUXNmni4Cu"
1907840708721127823,@SenSanders Gaza broke the ceasefire by not releasing the hostages.
1907840665599476125,"After the Israeli military broke the ceasefire and resumed heavy airstrikes and bombings on the entirety of the Gaza Strip on March 18, I reached out to a handful of friends and colleagues working in healthcare in Gaza. They didn’t have the words, nor the language to articulate"
1907840524456763472,"While Israel maintains that it does not seek permanent governance over Gaza, its operations indicate a significant shift toward long-term control over security in the territory, writes @SanamVakil (@CH_MENAP) for @guardian.
https://t.co/M8LpioJtqM"
1907840290569990245,"NO MORE HARM TO CHILDREN
NO MORE KILLING
CEASEFIRE NOW
#Gaza #Gaza_Genocide #GazaHolocaust #GazaMassacre #PalestineGenocide #Famine_in_Gaza https://t.co/xQqgXaPufF"
1907840045228171650,https://t.co/pVJ0JoUKei Israel has chosen military occupation over a ceasefire in Gaza. Where does this end? | Sanam Vakil
1907873153180905979,@CostOfLies33 @Melaniebelizi What “future”? Israel gave them industry and a chance to build Gaza into a paradise. Instead they spent billions on terror tunnels and bombing Israel. They never even built sewage facilities. Their kids play in filth by their own doing.
1907871874316398919,"@SkyPoliticsHub @SkyNews @SophyRidgeSky BTW 20, 000 children died in Gaza since Israel started bombing them I consider this terrorism. Against children."
1907871442554737123,"@SenateDems @GOPSenate PLEASE DO NOT SUPPORT NETANYAHU.  BLOCK U.S. MILITARY SALES TO ISRAEL
@SenatorRisch Stop Israel bombing &amp; slaughtering innocent civilians in #Gaza GAZA #Palestine
#StopArmingIsrael #FreePalestine
@SenatorShaheen @SenatorHassan @SenatorCollins @SenMcConnell https://t.co/cuHFRVrzbm"
1907871196240359821,"@oxychaos @EricMFriel @JMining48710 @TheCradleMedia @ICC @CIJ_ICJ @UN So it’s fine if someone destroys Israel’s airports because they’ve been bombing civilians in Gaza, right?"
1907870772179165687,"⚠️sensitive content⚠️
@GOPSenate PLEASE DO NOT SUPPORT NETANYAHU.  BLOCK U.S. MILITARY SALES TO ISRAEL
@SenatorRisch Stop Israel bombing &amp; slaughtering innocent civilians in #Gaza
#StopArmingIsrael #FreePalestine
@SenatorShaheen @SenatorHassan @SenatorCollins @SenMcConnell"
1907870492700332512,"Israel has killed more than 750 people in just a few days, Israel is bombing Syria, Israel is bombing Lebanon all at the same time &amp; literally no country is stopping it, what the hell the international community is?What's the use of them when they can't stop a tiny nation.
#Gaza"
1907870491991306399,@Gina37981899 @ChaiLife613 @Talksense2day That’s a load of bullshit. It’s Israel’s responsibility to protect the civilian population when bombing Gaza. There no law that says that Hamas is not allowed to fight in tunnels. That doesn’t give Israel the right to murder children.
1907870241545191722,We're not the ones bombing gaza protesting in the wrong place go to Israel..... https://t.co/UY99Tf3gOI
1907869114766602311,"The child-killing Zionist regime, under the complicity of so-called human rights advocates, has committed yet another atrocity by bombing another clinic. Listen to the cries of the children suffering in this hell.

#Gaza
#Israel
#Arabia 
#غزة_تحت_القصف https://t.co/vRmVLdhzzr"
1907868689866830210,"⚠️sensitive content⚠️ @GOPSenate PLEASE DO NOT SUPPORT NETANYAHU.  BLOCK U.S. MILITARY SALES TO (ISRAEL) NETANYAHU
@SenatorRisch You obviously have not watched film of Israel bombing and slaughtering innocent civilians in Gaza https://t.co/prKrl4dV9a"
1907868549227622421,"@fredforthemets @TreyYingst It's not about the hostages. Israel is indiscriminately bombing civillian areas and cutting off food, water and electricity from Gaza, which also means that the hostages are at risk. But yea, let them keep killing children"
1907865573389697128,"@wiggeristan @MaxNordau The way the child is held in the video looks unusual because it’s likely staged or manipulated, not a real event from the April 2, 2025, Gaza bombing. No verified reports confirm a beheaded baby, and past similar claims in the Israel-Hamas conflict have been debunked as"
1907865382422987149,@AbujomaaGaza Its surprising that Israel didnt complete their carpet bombing program of Gaza at the outset of this war.
1907865317004505423,"An Israeli bombing of a school turned shelter in Gaza has killed at least 27 people, and hundreds of thousands in Rafah  are fleeing in one of the biggest mass displacements of the war amid Israel’s newly announced campaign to “divide up” the Gaza Strip. https://t.co/E50p0xBFb0"
1907864880729759973,"Israeli airstrikes hit a school sheltering displaced Palestinians in Gaza, killing 18 children. UN warns of a “war without limits” as Gaza’s death toll surpasses 50,000.
https://t.co/lXgEpZFhmb"
1907864736714076585,"@netanyahu @PM_ViktorOrban A woman from Gaza city is talking about being displaced  ten times  I am watching the news at 7.00 and seeing scenes of unimaginable horror as parents carry their dead children after Israels latest bombing rage
Without the creation of Israel Palestine would have known peace"
1907864570288549899,"BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing 

#StopGenocideInGaza 🇵🇸
https://t.co/mSMhmdW08O https://t.co/qvjf77TO3u"
1907860986377142388,"@gazanotice The recent incident at Dar Al-Arqam school in Al-Tuffah neighborhood, northeast Gaza City, where Palestinians were reportedly killed and civilians injured due to Israeli warplanes bombing the area, highlights the ongoing challenges Israel faces in dealing with Hamas."
1907860851354218829,"@DeptofDefense @CENTCOM @DOGE I’d like to report waste. We’re spending millions bombing the Houthis when we could force Israel to stop their war crimes and allow food and water into Gaza by simply refusing to continue giving them free money. There would be savings all around, in lives and money"
1907860152843157934,"@VictorysMesnger @mordecai_atlas @ErnstExumeJr @cherishInmadrid @GarbageHuman24 Tikkun Olam means ""repairing the world"" in Jewish tradition, focusing on kindness and justice, not domination. Your claim lacks evidence and echoes fringe conspiracies. On bombing and aid, Israel's actions in Gaza, like blocking aid in March 2025, are criticized as violating"
1907859978716852666,"Israel continues massive bombing of residential areas in Gaza Strip.
Middle East  channels sadly note that Israeli airstrikes on the Gaza Strip have ceased to be covered by international media. https://t.co/yhFERPCKDg"
1907859298610446446,"@SecScottBessent @USTreasury #IsraelIsATerroristState‌.
#StopGenocideInGaza.

BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/mSMhmdW08O https://t.co/Sqwfyo8Hmh"
1907859189092987206,"BREAKING   
Israel has committed a new massacre today by bombing Dar Al-Arqam School, which was sheltering displaced families, killing at least 29 and injuring hundreds in Al-Tuffah neighborhood, east of Gaza City. https://t.co/v4vyr4eEXL"
1907858559498350902,"If you are more outraged with @MayorofLondon @SadiqKhan showing compassion to the tens of thousands of people killed in Gaza than you are by @Israel @IDF starving, bombing and displacing millions indefinitely.

You are not a a moral human being @JewishChron @jonsac @JakeWSimons"
1907858474589106369,@SenPeterWelch BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/mSMhmdW08O https://t.co/qctXgkJjWX
1907857981632590071,@PM_ViktorOrban @IntlCrimCourt @netanyahu BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/mSMhmdW08O https://t.co/dwVXqrWCcF
1907857873050460555,"We are watching the last stages of this genocide, with Israel burning people alive and bombing what little infrastructure is left to make sure no one survives or stays in Gaza. 

And our media and politicians have decided to act like this is a completely normal thing to happen. https://t.co/IZw7IccBEs"
1907857105677332832,@US2EU @SecRubio @POTUS @USNATO @StateDept @NATO BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/mSMhmdW08O https://t.co/CkLRuOGRnO
1907856503211700338,"@Zimmlaw175 There was an agreement. Israel ignored it and started bombing Gaza again. 

What makes you think Palestinians would want to make another one?"
1907856403173355805,@SecRubio BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/mSMhmdW08O https://t.co/68dlqIE9wC
1907856021969858596,"BREAKING: @Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/mSMhmdW08O

@CIJ_ICJ @antonioguterres @CIJ_ICJ @amnesty https://t.co/MK323KZh5q"
1907855745304899915,@CentristMadness @a450274 @benigma2017 Israel never agreed to a ceasefire once they learned that a ceasefire would mean they have to stop bombing Gaza. Hamas agreed to release ALL the hostages and Israel told them to fuck off because it was never about the hostages
1907855587477524858,"@Keir_Starmer Talking of bombing. We remember Manchester Arena bombing well.🌹 

FYI There’s a genocide going on in NOW #Gaza #Palestine 🇵🇸 AND WE ARE WATCHING IT LIVE ‼️ 🎦 🩸 

Do you care ENOUGH to STOP DELIVERING &amp; ARMING EVIL ISRAEL 🇮🇱 TO COMMIT MORE WAR CRIMES🩸AROUND THE CLOCK? https://t.co/tpZUUkjSK0"
1907854707004977453,@AbujomaaGaza so why do muslims betray each other and why are they passive in Arab countries when Israel is bombing Gaza. Why dont they show solidarity?
1907854140258083022,"@colin_dunlap If you think that’s bad you should see how Israel “vandalizes” Gaza. It involves murdering thousands of children, killing more journalists than died in both world wars, bombing hospitals and refugee camps. No one cares about your fake outrage Colin. Genocide is a red line. 🤡"
1907853768428777514,"BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/n1Ek1IKln9
#IsraelTerroristState"
1907853662921044371,Gaza Genocide 3rd April 2025: ISRAEL BOMBING UNARMED CIVILIANS THEY ARE STARVING TO DEATH IN GAZA https://t.co/Kh2lnf0xJw
1907853228840202571,‘Horrific and deeply disturbing’: Israel’s bombing of Gaza school https://t.co/RgYw3B6DAx via @AJEnglish
1907852974329606439,@ChaiLife613 This is not an “if” situation.  Israel is bombing actually everybody in Gaza and Hamas isnt bombing everybody in Israel. So what ya gonna do?
1907852308320280827,#Palestinian_photographer #Youssef_Hassouna was martyred in the #Israeli_occupation bombing of #Dar_Al-Arqam School in the Al-Tuffah neighborhood east of #Gaza City. #GazaGenocide #GazaHolocaust #Gaza_Now #BoycottUSA #GazaStarving‌‌ #GazaIsNotForSale #Israel_crimes #FreePalestine https://t.co/UYNbcqrQFa
1907851480456925231,"@EliseStefanik @realDonaldTrump Oh, look another Jewish bot! 
It’s funny how no one gives a crap when white males have been targeted for over a decade but suddenly when people say a Israel, stop bombing innocent children and Gaza, then you cry antisemitism, and the legislation quickly gets past…."
1907851374001533039,"🚨 Israeli occupation committed two massacres by bombing Dar Al-Arqam and Fahd Schools in Al-Tuffah, Gaza City, killing over 35 Palestinians, including 31 civilians sheltering in Dar Al-Arqam.

#Gaza #Israel #Trump #Palestine https://t.co/eb79vM8bQo"
1907851337892770248,"Shortly after issuing bombing threats targeting neighborhoods in eastern Gaza City, Israel escalated its attacks on civilians, committing massacres against Palestinians as they fled, killing dozens of civilians.

Israel committed two horrific massacres by targeting Dar Al-Arqam https://t.co/4wRpAInStm"
1907849724515737902,"Israel killed 106 Palestinians today, including the bombing of a school where 30 children were killed &amp; 100 wounded.

On the other hand, always on the same day today, the US carried out 36 air attacks on Yemen in support of Israel's crimes against humanity and war crimes in Gaza."
1907849196335435818,"@SecRubio @NATO Mr. Secretary, what about threatening Greenland that we will capture You, supporting Israel's Gaza genocide, bombing the people of Yemen and Lebanon, By giving existential threat to Iran, will the world be secure like this?"
1907848809188577677,"@dogeai_gov @RepLaLota Oh cool, so instead of wasting money rebuilding Gaza, you want to waste it bombing it for Israel instead. Peak efficiency."
1907848628527378834,"@academic_la While Israel is raping and torturing innocent Palestinians to death.. Israel is also carpet bombing Gaza. Since dawn, Israel killed over 100 Palestinians.m.. Many children in a school! 

https://t.co/3jxDNVjKep"
1907848564249690228,Heavy bombing and fire belts on the heads of innocent people in Gaza #Gaza #Israel #bbtvi #ซองแดงแต่งผีมุ่งสู่100ล้าน #WaqfBillAmendment #4ป่าช้า #WaqfAmendmentBill #เบคกี้กาล่า4ป่าช้า #عيد_الفطر_المبارك #LaCasaDeLosFamosoCol2 #jeddah #Trump https://t.co/93nn0WrYI4
1907846358628712849,BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing
1907845572561617275,Israël is bombing and starving innocent children from #Gaza. Israel is committing a genocide. Don't let children die! Share and donate please! 🆘️🆘️🆘️🆘️👦👦👸👸👧👧🏚🏚🍲🍲🍲🍲🙏🙏🙏🙏🍲🍲🍲🍲🙏🙏🙏🙏🏚🏚👧👧👸👸👦👦🆘️🆘️🆘️🆘️🆘️🍲 https://t.co/1FiSOt4dDb
1907845551531364467,BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/2FNm4F8BWJ https://t.co/9GGrABSH8J
1907845546586349970,"Breaking: Israel committed another massacre against displaced civilians by bombing Dar Al-Arqam School in Gaza City, killing 29 people, including 18 children. https://t.co/b2H4cwWL7Q"
1907845461131907282,BREAKING: Israel attacks Gaza school shelter again after dozens of Palestinians killed in initial aerial bombing https://t.co/Ioy0ffNP47 https://t.co/beVD0zjQnD
1907845337638908031,Israel is bombing several civilian areas in Gaza City https://t.co/8qdclEwmpo
1907844986239926647,"Israel is bombing schools in Gaza to save the hostages?

Israel is intentionally targeting the Civilians to kill as many individuals as possible without having any concern for children or women

#Gaza #GazaisDying #Netanyahu #GazaGenocide‌ #Hamas https://t.co/aahJ34SdRz"
1907844844409467384,"🚨 new scene from the insane Israel bombing of two shelter schools in the AlTuffah neighborhood east of Gaza City The massacre claimed the lives of approximately 150 martyrs and wounded, and the search for others is still ongoing #Stop_Genocide #Israel_Crimes https://t.co/AdZAwL7yNt"
1907843995255865593,"#Israel commits a massacre by bombing the ""Dar Al-Arqam"" school, which houses displaced people in the Al-Tuffah neighborhood of #Gaza City. https://t.co/dJebq1apqK"
1907843937920012363,"@PM_ViktorOrban @IntlCrimCourt @netanyahu Is bombing hospitals, refugee camps, schools and killing infants and attribute a democracy you're talking about???? ISRAEL IS COMMITING GENOCIDE IN GAZA"
1907843307289387426,"@EYakoby Complete lie, Israel refused to go into phase 2 or the agreement and get the hostages back. Instead they’re killing the hostages by bombing the shit out of Gaza"
1907842664159916095,"Happening now!!!
Israel is carpet bombing Gaza AGAIN!!!
😱🤬🇮🇱🤬🇮🇱🤬🇮🇱🤬🤬🤬🤬🤬 https://t.co/2JZQRbnLGj"
1907842200643285076,"🚨

Israel has committed a new massacre today by bombing Dar Al-Arqam School, which was sheltering displaced families, killing at least 29 and injuring hundreds in Al-Tuffah neighborhood, east of Gaza City. https://t.co/HWR2MUeI89"
1907841159025643776,"The first moments that followed the bombing of a home while the residents are fleeing from the Shejaeya neighborhood east of Gaza
#Gaza #GazaisDying #Israel #TrumpTariffs #Trump #tuprs #غزة #غزة_تُباد #غزة_تحت_القصف #فلسطين #إسرائيل #ترامب #سوريا #سوريا_الان #WaqfBillAmendment https://t.co/m3mbXUF6CP"
1907840157862015470,"Israel is still bombing Gaza right now. In the last 24 hours, 97 Palestinians were killed. Last night alone, 55 people were killed, including children and women. The total number of people killed since October 2023 is now more than 50,000. Most of them are civilians.

This is not"
1907840124525715640,"Oh my God 
Israel is carpet bombing #Gaza city 
#GazaGenocide‌ https://t.co/Uc6XNk0G78"
1907839392397308319,"Trump is deporting people for supposedly being ""pro-Hamas,"" but few people endorse that murderous military dictatorship. They are pro-civilian, opposed to Israel's bombing &amp;amp; starving of Palestinian civilians in Gaza, but Trump approves of those war crimes."
1907839221613609228,"Death stares us in the face in Gaza, the bombing doesn't stop, Israel wants to kill every Palestinian in Gaza."
1907837906611314717,@HuntersOfNazis @David_Khait Nigga what the fuck even is this? Nazis went to war with the soviets. America allied with the communists. Israel is carpet bombing Gaza because they believe Arabs are subhuman.
1907837677971337425,Israel is bombing the hell out of Gaza now! Protest and strike for Gaza! https://t.co/ui9D9TQzUJ
1907837534455185649,@CherylWroteIt Cheryl have you gone on any Israeli post. All they do is glorify the death of thousands of Gaza civilians. Sure many are evil but Israel is literally bombing children and you want sympathy?
1907837160293650737,"#Breaking || #Israel | #Palestine | #Gaza 

#إسرائيل #فلسطين | #غزة 

🚨 Belts of fire by IOF warplanes targeted eastern Gaza City, particularly Tuffah neighborhood, as relentless bombing of the area continues. 10 airstrikes targeted the area in rapid succession moments ago. https://t.co/pJHpdZS9Vx"
1907837041112494127,"#Breaking || #Israel | #Palestine | #Gaza 

#إسرائيل #فلسطين | #غزة 

🚨 Belts of fire by IOF warplanes targeted eastern Gaza City, particularly Tuffah neighborhood, as relentless bombing of the area continues. 10 airstrikes targeted the area in rapid succession moments ago. https://t.co/I1sbDHG0ao"
1907836867501785225,"#Breaking || #Israel | #Palestine | #Gaza 

#إسرائيل #فلسطين | #غزة 

🚨 Belts of fire by IOF warplanes targeted eastern Gaza City, particularly Tuffah neighborhood, as relentless bombing of the area continues. 10 airstrikes targeted the area in rapid succession moments ago. https://t.co/7IE5JNnRCe"
1907836730939478279,"#Breaking || #Israel | #Palestine | #Gaza 

#إسرائيل #فلسطين | #غزة 

🚨 Belts of fire by IOF warplanes targeted eastern Gaza City, particularly Tuffah neighborhood, as relentless bombing of the area continues. 10 airstrikes targeted the area in rapid succession moments ago. https://t.co/TPpgjZE9rn"
1907836392320733386,"⚡️BREAKING 

Israel has committed a new massacre today by bombing Dar Al-Arqam School, which was sheltering displaced families, killing at least 29 and injuring hundreds in Al-Tuffah neighborhood, east of Gaza City. https://t.co/TAMi7JLHoV"
1907835079587496121,Israel is continuously bombing #gaza City https://t.co/QDQg7iDnay
