docno,text
1907834959332606351,"@RyanRozbiani This is not war... this is pure, calculated genocide. Israel is butchering babies, bombing clinics, and massacring civilians in Gaza with impunity. No justification. No humanity. This is state terrorism, and the world’s silence is shameful. Every accomplice will be judged by"
1907834695422705805,"@warfareanalysis This is not war... this is pure, calculated genocide. Israel is butchering babies, bombing clinics, and massacring civilians in Gaza with impunity. No justification. No humanity. This is state terrorism, and the world’s silence is shameful. Every accomplice will be judged by"
1907834232832954464,"@ThinkItThroug17 @Asseraj @paulg Israel stops occupying, blockading, starving, bombing, displacing, entrapping Palestinians in Gaza (and the West Bank, while they're at it). At that point, there's no role for Hamas. Are you thick or just acting in bad faith?"
1907834135676072186,"🇵🇸💔🍉✊🇵🇸💔🍉✊🇵🇸💔🍉✊🇵🇸💔🍉✊
Latest massacre - a school used as a shelter
‘Horrific and deeply disturbing’: Israel’s bombing of Gaza school
Hani Mahmoud
Reporting from Gaza City, northern Gaza
I am extremely shocked by the footage presented to us from the bombing site. At"
1907833857170157765,"@ThinkItThroug17 @paulg A reasonable peace offer from Gaza? Simple: Israel stops occupying, blockading, bombing, starving, Palestinians in Gaza. What is it you don't understand about this?"
1907833324913262790,"@Sydney_Webb1 @AFpost This is what people said after Trump ""made"" Netanyahu make a peace deal with Gaza. Now the peace deal is off, we're bombing Yemen, and about to start a war with Iran. On top of that Trump has approved over 11 billion to send to Israel."
1907832423372443682,@MyLordBebo Israel is making Middle East and Europe less safe. Because of Israel's military actions literally millions of people will flee or have no home at all. In the past few days Israel has been (once again) bombing Syria and people forget Israel annexed 2x area of Gaza from the
1907832404175376836,"Oh, “democracies” cannot commit war crimes?
1. Israel isn’t a democracy in the occupied territory. It imposes apartheid there. 
2. Remember George W. Bush.
3. Open your eyes and look at Netanyahu’s bombing and starving of Palestinian civilians in Gaza."
1907830457904845143,"No more words, no more humanity.
‘Horrific and deeply disturbing’: Israel’s bombing of Gaza school https://t.co/kH0IvfxmNE via @AJEnglish"
1907830285187559826,"This morning #Israel killed 15 people in #Gaza and 9 in #Daraa in #Syria after bombing Hama, Homs &amp;amp; Damascus.
When will its crimes &amp;amp; impurity end?"
1907830034792067342,"@Sydney_Webb1 @AFpost We're literally bombing Yemen rn. The Houthis demand aid be let into Gaza, that's it. Like always, America is cleaning up Israel's atrocities."
1907829806353568009,@Midnight_JJ0 Now you're fan of deranged toxic Zionist loomer who was openly advocating for Israel bombing on Gaza...
1907827887530561676,"@bdawg9923 @Suada1976 @nukedwest You really want to have it both ways, I agree that there is no 1-1 comparison with Israel/Palestine in the Balkans, but you really have to ignore the settler reality in Kosovo and the fact that the same bombs being dropped on Gaza now were bombing FRY in support of KLA"
1907825071395107264,"Not only is Israel displacing people multiple times, it is also bombing them while they are fleeing. Earlier today in Shujaya, east of #Gaza City. The #genocide continues and the #world looks away https://t.co/gWWohRmThc"
1907822087013630051,"More than half of Gaza under evacuation orders. Kill zones. Israel bombing and killing men, women, children while forcing people into tiny areas. No food. Why is UK media refusing to report this atrocity and why is Keir Starmer arming it? https://t.co/pPkhsIaQ7l"
1907820478858727893,"killing he pple of gaza and bombing inncets to facialte you come by force displace makes you criminal israel regime and wont let you take an inch , you wont be exist even israel https://t.co/QbSSjmT8C4"
1907820279856070673,"@MZ03889993 @NielsenChrissi You stupid piece of subhuman trash. You elected a war criminal who's bombing people as we speak and threatening WAR against NATO countries. Plus Israel is STILL bombing Palestinians so Trump can march in, wipe them all out and build his Gaza-lago.

Go fuck yourself clown."
1907820261165920494,"@grok @warfareanalysis @grok then why west is supporting Israel in this genocide! What are the reasons they are not able to see the truth, all these bombing and killing in Gaza and west bank palestine!"
1907818999733215724,"Sure Wish she felt this way about bombing and starving Children in Gaza and Yemen, but she is Israel First and always will be. Stop following these Hypocrites https://t.co/UO2Bb3byeH"
1907818341546238008,"@Keir_Starmer We will never vote for a party that continues to turn a blind eye on violent crime, and continue to cooperate with Israel in bombing Gaza and Yemen's hospitals, infrastructure, and homes."
1907817953858404423,"Oh, “democracies” cannot commit war crimes?
1. Israel isn’t a democracy in the occupied territory. It imposes apartheid there. 
2. Remember George W. Bush.
3. Open your eyes and look at Netanyahu’s bombing and starving of Palestinian civilians in Gaza. https://t.co/ZNtqzUg4sx"
1907813083235401924,"⭕️ Funeral of 17 martyrs from the Shurab family, including children and women, after they were killed in a Zionist bombing in Khan Yunis, south of the Gaza Strip.
#Israel_Enemy_of_Humanity 
#StopGazaGenocide‌NOW https://t.co/KlMyB0Oshk https://t.co/AqnWuZAqYl"
1907812956357706059,"@Edlaff1 @afshinrattansi @georgegalloway Maybe Israel should stop bombing Gaza. Maybe they should stop murdering children, paramedics, women, journalists, doctors, nurses, aid workers, Israeli hostages etc... Just a thought....."
1907812885142647214,3rd April 2025: GAZA GENOCIDE: ISRAEL IS BOMBING STARVING CHILDREN &amp; THEIR FAMILIES IN TENTS https://t.co/DtrJ9r9tRR
1907812767249347048,"Hostages are only released when there’s a ceasefire — this is vital to releasing them from Hamas captivity.

If we believe Israel should stop bombing Gaza, we must stop arms to Israel.

And if we believe in a two-state solution, it's time to recognise Palestine.

My question"
1908258894679277585,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/yKSr3fJ2vf"
1908258862202757318,"@TomLondon6 casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908258839494803567,"Koli zaq ya habachia

And yeah no joke you have underestimated it. 

The wahabi “salafi” disease have spread all the way to ard al haramain with our hajj money funding the genocide of muslims in gaza that’s if you see them as muslims ofc.

Also funding concerts and naked women. https://t.co/oKeejLkL9C"
1908258838416941440,Spy on your girlfriend or boyfriend account without him/her suspecting or noticing. #TPMP @tpmp #Gaza #Palestine #Israel #genocide #cheatingbf #cheatingspouses #Cheaters  $PLTR $PAWS $SOL $USDT $BTC #PAKvNZ #PerthSanta https://t.co/pRN37SPZ4E
1908258766874611882,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/KtBCJX08iL"
1908258723702710502,"All eyes were on Rafah and they saw the genocide, but no one stop it.
#Gaza https://t.co/Gd2r6oDUcJ"
1908258719059894683,"@AmnestyEU casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908258686037848444,"@rustyrockets Men are killing babies in Ukraine &amp; Gaza. Who gave men the right to kill babies women birthed?
Men didn't carry babies for 9 mos &amp; deliver joy in pain. 

Brand used Jesus and supported Trump to genocide and silence women. 

Boycott MEN &amp; SEX FOR PEACE  

STOP WARS https://t.co/F7vWt6De64"
1908258650457600085,"@SenSanders The world’s first televised genocide now in Gaza.

The Israelis aren’t even bothering with the pretext anymore."
1908258625812095043,"@kunley_drukpa Secularism is a hoax. It has already been proven by the Gaza Genocide. Therefore, secular people's views are no longer working in reality. Biden administration and the EU have proven Netanyahu is untouchable because he is Jewish. Whereas Putin is a Christian and was sanctioned by"
1908258523139432724,"@Partisan_12 The so-called American democracy is a puppet in the hands of the Zionist lobby. They dragged the US into endless wars, and now they’re using it to whitewash genocide in Gaza. #UnitedStatesOfIsrael #FreeGaza #EndZionism 🔻🐝"
1908258464477990985,"‼️‼️‼️‼️This is urgent‼️‼️‼️‼️

 Please donate and share this campaign to support my family's rescue from the persecution and genocide we are facing in Gaza.

 Every contribution and share is valuable.

https://t.co/8F2HOoZNEh https://t.co/X1r4G3r6zU"
1908258453363024021,"1/
Dear Americans,
You believe in freedom, in justice, in protecting the innocent.
But right now, your government is funding the opposite —
a genocide in Gaza.
#GazaGenocide #NotInOurName https://t.co/eyu56g3P2m"
1908258450808987766,"@WhiteHouse Israel is still bombing schools with children in Gaza, USA is committing genocide"
1908258435298468182,"@AskPerplexity @cumhuriyetgzt @AskPerplexity but that doesn't disprove the fact that someone praised by the US should lose votes quickly.

today, genocide is being carried out in Gaza with US support."
1908258430738935969,"If you have not seen a Holocaust, a genocide, you can see it live in Gaza. https://t.co/sq6VBouytI"
1908258427580596509,"@IshyTweets @IanMalcolm84 @jakeshieldsajj @gunnar_1488 @NextWaveAmerica @badazn @WWNHost @GoatRoper911 @raddqt @AtRealBen @justice_nr @MyronGainesX @GarbageHuman24 @TheOfficial1984 @TheRISEofROD @Truthtellerftm @BATMAN_SPOTTED I would not dare to deny the Gaza Genocide.
The proof is overwhelming.
Only people who turn reality 180° can deny the jewish genocide in Gaza.

But because freedom of speech, you are free to deny any genocide..."
1908258424175157420,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/KzhrB9cyMd"
1908258386027721166,"@HadiNasrallah casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908258310148518058,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/2FqTHDcoeb"
1908258295577723309,@IvankaNews_ You and your father are tauts of Israel and equally responsible for genocide of gaza
1908258248790020416,"@HossamShabat casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908258202703049081,@IanMalcolm84 @grok @Ronan_A1 @nicholaswhite77 @offgridstone Why does it matter if what's happening in Gaza is called a genocide if it already happened... yesterday? https://t.co/VdM3SdnPvF
1908258197472735560,The Labour Party really is supporting a genocide in Gaza. The Labour Party.
1908258190740816058,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/27eYT4XxS2"
1908258133946097676,"@camhigby casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908258035551617302,@mhdksafa You cannot call it a genocide when the Gaza population is increasing
1908258033211498688,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/WoBodNDjNP"
1908258026978427014,@PulaRJS Blah blah blah it still more than 2 mil. people in Gaza strip (who are begging and whining more  loudly than any other nation on the globe) after 18 months of active military operation. I need to fill a complaint to a Genocide headquarters - my tax money is vasted on that
1908258004408910196,"@FarangisN Israel tariffs of 33% seems a bit illogical
How 
will it continue to fund its genocide in Gaza ?"
1908257958837768624,"@CherylWroteIt casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908257881540931639,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/Pt9fzKhzM6"
1908257850637640009,"@Jonathan_K_Cook casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908257787840180720,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/9YEgna8V47"
1908257764146663661,"@Badermasaker Bother, Don’t ask Allah for help you have America and its army protecting your country  America will support and secure your borders in all fields. You can relax, dance, watch movies, play football, and witness the genocide in Gaza—while also doing business with Israel"
1908257747964940500,"@BTnewsroom casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908257644672147473,"👇TRUTH💯%👍💥⚡️✊️🙏🇵🇸 
Free Palestine!

From The River To The Sea Palestine Will Be Free!

Save The Palestinians! 

STOP The Genocide In Gaza &amp; The West Bank NOW!

CEASEFIRE NOW!

Abolish Israel

Prosecute &amp; Lock Up All of The Israeli Genociders &amp; Their Collaborators! https://t.co/IcEmovIfJ2"
1908257585930604611,"@VividProwess casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908257555996107061,"@AndrewYang Oh? You must have missed Obama and Hillary in Libya.. or all the hardware left in Afghanistan when Biden left.
Or how about the genocide and cleansing in Gaza?"
1908257540594688492,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/2qOmVbtVeW"
1908257523511038451,"@ChanceJensenn Yeah, you're an absolute idiot. Do you even know the definition of a genocide, you stupid dumb retarded bastard Those people in Gaza are having more babies day by day than people are dying, you stupid idiot. And you know their reports are from the terrorist theirself. Hamas gives"
1908257508252086739,"@AgnesCallamard casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908257453348737495,"""'All crews are civilians': Sole survivor of #RedCrescent #massacre rejects #israeli claims

2976Aufrufe·vor3Std""https://t.co/kdEjZTnsx3
even if this #genocide was a war,#pow can't be executed.#geneva
the #jews are terrorists in each case.#gaza #genocide #Juden #Judentum #judaism"
1908257423128736221,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/52TvLWZJyc"
1908257417227346083,"@jacksonhinklle The Palestinian people appeal to you, O peoples of the Arab nation: When genocide becomes daily, silence becomes a crime. #Gaza is burning and the world is watching... Don't be an accomplice, take action and stop the massacre! #Civil_disobedience_until_the_genocide_stops"
1908257402970927339,@HossamShabat Stop gaza genocide #StopGazaGenocide‌
1908257393282105552,@Sim_TBL @RyanRozbiani Israel sucks so badly at genocide that the population increased Gaza actually increased.
1908257381689283052,"@MahmoudMassri15 casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908257378262216837,"@JewsFightBack Richard KEMP

You don't have to be JEWISH to recognise the GENOCIDE in GAZA..."
1908257373720027514,@DanielLurie @CivicJoyFund Brought to you by the same people bankrolling the genocide in Gaza.
1908257302336979321,@rustyrockets YOU  SHOULD HAVE JUST CONDEMNED ISRAEL AND CALLED FOR AN END TO THE GENOCIDE IN GAZA. THEY STILL CHARGED YOU EVEN THOUGH YOU DECIDED TO KEEP QUIET
1908257284808929462,@Partisangirl There is no genocide in Gaza. This is the result of you taking hostages and you refuse to return the hostages so you asked for this. No one has any sympathy.
1908257245604843670,"@BronzyGuevara This the most insane situation I've ever seen.
The citizens of Earth are against this genocide in Gaza and feel helpless to try and stop it.
We are literally watching a modern day Holocaust in our time and can do nothing to stop it?
How do we actually stop this???"
1908257140591988882,"@leecarps Owen is right. Nobody is coming to 'Save the People of Gaza'. Particularly the Left. The Left is concerned about Apartheid, Ethnic Cleansing &amp; Genocide....but the people of Gaza....Nah!...They'll see the Palestinians to oblivion whilst shouting 'Genocide'. What a shower!"
1908257092252672413,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/lw6UZ6DMHZ"
1908257075932647612,"@PM_ViktorOrban Jews are protesting against the genocide in Gaza both in and out of Israel. You on contrary, a shady politician shield a war criminal in your country and it will bring you down. Great price you gonna pay for this."
1908257058807304618,"@ochaopt casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908256972509487173,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/BEcDbumgTK"
1908256940611805216,"@nccm casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908256935931007050,"The Palestinian people appeal to you, O peoples of the Arab nation: When genocide becomes daily, silence becomes a crime. #Gaza is burning and the world is watching... Don't be an accomplice, take action and stop the massacre! #Civil_disobedience_until_the_genocide_stops https://t.co/3IqO7ZiipS"
1908256892545102101,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/rJPcdYEexp"
1908256887021162992,"@VerelstKarin @VividProwess You are ignorant. Look up with definition of genocide. Look up the population of Gaza in 1980. Look up the population of gaza now. The only ones seeking genocide is hamas, and evil Islam backing them."
1908256863843467359,"@UN_News_Centre @volker_turk @UNHumanRights casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908256802900218061,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/oXOgdnXv8C"
1908256768074891319,"#Genocide #Gaza #Israel #GazaHolocaust #IDF 
 #englot #bbtvi
#Israel #BINI
➖➖➖➖➖➖
Her father says: ""what did this child do to the Jews to kill her?"" https://t.co/2G8WDFoSEH"
1908256760667803739,"@UNHumanRights @UN @volker_turk casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908256707480088675,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/oBxo6GBHJx"
1908256665406710204,"@ChrisVanHollen casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908256654094979349,Insurance companies’ investment in arms industry soars with Gaza genocide and Trump election https://t.co/yEV1D9e3gN
1908256555721531895,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/RdQwkjNyvj"
1908256554479931468,@ousmannoor @OmarHamadD Then the IDF is doing a lousy job. The population in gaza is increasing despite the ‘genocide’
1908256511668727883,"@MyriamFrancoisC casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908256437509275697,"The Palestinian people appeal to you, O peoples of the Arab nation: When genocide becomes daily, silence becomes a crime. #Gaza is burning and the world is watching... Don't be an accomplice, take action and stop the massacre! #Civil_disobedience_until_the_genocide_stops https://t.co/FcsYYWj2zA"
1908256297394594055,"@abcnews And sell it to Netanyahu corp??
Genocide is going on in Gaza 
The world now loathe US tariffs
Half of Americans loath Trump 

Here we are down under stirring dislike of our largest trading partner whilst Trump had asked  Aus to fk off with a  tariff slap on her face"
1908256232089280887,"The Palestinian people appeal to you, O peoples of the Arab nation: When genocide becomes daily, silence becomes a crime. #Gaza is burning and the world is watching... Don't be an accomplice, take action and stop the massacre! #Civil_disobedience_until_the_genocide_stops https://t.co/CQA8TNXPoS"
1908256193438769240,@Assimalhakeem Probably says the same when an article of some sort is about the current genocide in Gaza ‘too long to read’ I.e cannot be bothered
1908256027222384950,"The Palestinian people appeal to you, O peoples of the Arab nation: When genocide becomes daily, silence becomes a crime. #Gaza is burning and the world is watching... Don't be an accomplice, take action and stop the massacre! #Civil_disobedience_until_the_genocide_stops https://t.co/yfAf3HzziP"
1908256023317749917,"Gaza is being exterminated before the eyes of the world, and no one is moving...

Where is humanity's conscience?

Don't leave them alone to face genocide 💔🔥 https://t.co/BWspRuLgoE"
1908256010558390366,"The Palestinian people appeal to you,O peoples of the Arab nation: When genocide becomes daily, silence becomes a crime. #غزة is burning while the world watches😭💔...  Don't be an accomplice,take action and stop the massacre! #Gaza https://t.co/YLoaMgZeog"
1908255827980673464,"@YossiZilberman It’s inhumane that there have never been any condemnation, let alone acknowledgement, of the ethnic cleansing of Palestinians in West Bank, illegal occupation, apartheid or the GENOCIDE of Palestinians in GAZA by you or anyone who follows your death cult ideology (zionism)."
1908255756752728404,"NYC Dyke March, a public demonstration held by members of the lesbian community in New York City,  has banned self-proclaimed “Zionists” from its annual event, citing a desire to stand against the so-called “genocide” occurring in Gaza.
By @CoreyWriting 
https://t.co/IXHE0cO4o9"
1908255749853052950,"""There is no more apartheid in Israel than there is now a genocide in Gaza""

- Sophia Aram, recipient of top human rights award by French President Emmanuel Macron
https://t.co/zpPOXmrwA8"
1908255746917031940,@RepPressley She is a brave lady for speaking up for the oppressed ...the Palestinians have been oppressed since 1948...The Genocide in Gaza MUST be STOPPED either by diplomacy or by force ...The Israel's need to be held to account
1908255725127655865,"@elonmusk 
if you were a real human who has a normal heart, you would absulutely help Gaza with your news power to keep this issue as genocide https://t.co/wJ95omCn9Y"
1908255645729517618,"@grok 
What do we have to do as humans to stop this genocide in Gaza?"
1908255485205385651,"@MslinkN @9mmScorpion Fact: Populations don't increase during a genocide.
Fact: ""Palestine"" isn't a city, town, village, country, province or state. It has never existed.
Fact: Gaza and its people voted for Hamas and by extension support what they did.
Fact: You can't stay on topic"
1908255405102555448,"‼️STOP USING THE ZIONIST BRAND‼️

The BDS movement supports boycotts against Starbucks for its anti-Palestinian racism and committing the genocide against Palestinians in Gaza 

#BoycottStarbucks 
@BTS_twt @bts_bighit"
1908255347749642567,"@Jeanethvy @BTS_twt @bts_bighit ‼️STOP USING THE ZIONIST BRAND‼️

The BDS movement supports boycotts against Starbucks for its anti-Palestinian racism and committing the genocide against Palestinians in Gaza 

#BoycottStarbucks 
@BTS_twt @bts_bighit"
1908255251603300537,"@PM_ViktorOrban @IntlCrimCourt @netanyahu Hungary has officially chosen to side with genocide. By withdrawing from the ICC and embracing the occupation, it has abandoned justice and joined the long list of history’s cowards. #Gaza #FreePalestine #HungarySupportsGenocide 🔻🐝"
1908255099845013656,"If we manage to leave Gaza safely for a while until the genocide ends, is there anyone who would receive and shelter us? https://t.co/tuKjPn2ulH"
1908255018333200815,This guy is so desperate to deflect our attention away from the reality of the genocide committed by Israel in Gaza. He can raise as many false flags as he can but the fact of the Gaza genocide by Israel wont disappear or go away. https://t.co/8Ba3BBy615
1908254931871789506,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/w1pZvmUY6J"
1908254912053453094,"Israel is bombing the schools, mass-murdering  children with the US weapons in Gaza. 

Genocide, ethnic cleansing, forced displacement are all committed by the settler colonial terror network. https://t.co/DPHRgdMOsR"
1908254888661811303,"@AdHaque110 casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908254839873663049,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/4iqnJA2FQ2"
1908254804041662523,"@BonsaiSky casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing!"
1908254781128532309,"@MyDubhLinn @Begentle50 @cathyby @GeoffBarton9 @Ztx294 @LordOfFreedom2 @LevettRoblev1 @IrishBanter32 @of_flocks @1ainTro11sBots @PhoneyItalian @Jimblindsone @ShaneJa16905901 @David19531501 @the_fukaa @jimmy_jone34951 @CallardRob22695 @PaddyM494169 @Michael80789776 @bringiton8712 @resiguru @MattAdkin @Martin020455 @Davidmetroland @Grimbariaman @Musc1esbri2 @Bemused21 @emperorofhind @AJewFromJudea @just2sayin @SetCondiment @thefactroom @viv_cooper @afewpoints @The_Leaver @FrankMac993505 @bazcarter15 @EuFailed82410 @Peter14306722 @JonHlluk @JohnRya13591294 @PollyRendall @LeftBehindPoet @SamanthaFoxy1 @Stephen1010102 @wanderer_bolton @mikebouchard834 @Jimbo12449841 @Victor96478703 @Shitckposter https://t.co/m2D3GTltTI
The Propaganda War on Israel Never Stops:
Amnesty International lends its once-good name to the genocide lie."
1908254766691483812,"@_abdurrahman_91 The US is Israel and Israel is US. They are one party in the Gaza genocide.
Let's stop the genocidal states.
#stopthegenocide"
1908254696868835457,"casualty rate WWII 50-65% civilians
casualty rate Gaza &lt;0.9% civilians
extreme precision targeting of combatants
release the hostages
lay down arms &amp; surrender
any ?'s
far from genocide/extermination/annihilation/holocaust
and all these other nouns I keep hearing! https://t.co/KFVQgkVTPa"
